country_code,reporting_level,welfare_type,income_group_code,welfare_time,year,nac,nac_sy,relative_distance,estimation_type,interpolation_id,predicted_mean_ppp,reporting_gdp,reporting_pce,reporting_pop,monotonic,same_direction,svy_mean,survey_id,cache_id,region_code,survey_acronym,survey_coverage,survey_comparability,comparable_spell,surveyid_year,survey_time,survey_mean_lcu,survey_mean_ppp,ppp,cpi,pop_data_level,gdp_data_level,pce_data_level,cpi_data_level,ppp_data_level,distribution_type,gd_type,is_interpolated,is_used_for_line_up,is_used_for_aggregation,display_cp
AGO,national,consumption,LMIC,2000.21,1991,0.745646273913218,0.664963014203806,1,extrapolation,AGO_1991_national,9.39707941820356,2612.33170523819,,12023529,FALSE,FALSE,8.38026081971469,AGO_2000_HBS_V01_M_V02_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSF,HBS,national,0,2000,2000,2000-2001,11.2335092425217,8.38026081971469,203.688735961914,0.00658098496279651,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LMIC,2000.21,1992,0.699342075509609,0.664963014203806,1,extrapolation,AGO_1992_national,8.81352627106398,2380.58274213388,,12423712,FALSE,FALSE,8.38026081971469,AGO_2000_HBS_V01_M_V02_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSF,HBS,national,0,2000,2000,2000-2001,11.2335092425217,8.38026081971469,203.688735961914,0.00658098496279651,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LMIC,2000.21,1993,0.570229981300739,0.664963014203806,1,extrapolation,AGO_1993_national,7.18637859316578,1752.72318662558,,12827135,FALSE,FALSE,8.38026081971469,AGO_2000_HBS_V01_M_V02_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSF,HBS,national,0,2000,2000,2000-2001,11.2335092425217,8.38026081971469,203.688735961914,0.00658098496279651,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LMIC,2000.21,1994,0.562673592343786,0.664963014203806,1,extrapolation,AGO_1994_national,7.09114846914107,1719.54294465223,,13249764,FALSE,FALSE,8.38026081971469,AGO_2000_HBS_V01_M_V02_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSF,HBS,national,0,2000,2000,2000-2001,11.2335092425217,8.38026081971469,203.688735961914,0.00658098496279651,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LIC,2000.21,1995,0.606875622333869,0.664963014203806,1,extrapolation,AGO_1995_national,7.64820883515446,1912.51777523397,,13699778,FALSE,FALSE,8.38026081971469,AGO_2000_HBS_V01_M_V02_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSF,HBS,national,0,2000,2000,2000-2001,11.2335092425217,8.38026081971469,203.688735961914,0.00658098496279651,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LIC,2000.21,1996,0.648375335278867,0.664963014203806,1,extrapolation,AGO_1996_national,8.17121298875959,2099.35045384819,,14170973,FALSE,FALSE,8.38026081971469,AGO_2000_HBS_V01_M_V02_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSF,HBS,national,0,2000,2000,2000-2001,11.2335092425217,8.38026081971469,203.688735961914,0.00658098496279651,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LIC,2000.21,1997,0.665136078280358,0.664963014203806,1,extrapolation,AGO_1997_national,8.3824418765089,2176.87757986492,,14660413,FALSE,FALSE,8.38026081971469,AGO_2000_HBS_V01_M_V02_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSF,HBS,national,0,2000,2000,2000-2001,11.2335092425217,8.38026081971469,203.688735961914,0.00658098496279651,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LIC,2000.21,1998,0.670934283705244,0.664963014203806,1,extrapolation,AGO_1998_national,8.45551432220727,2203.98692701325,,15159370,FALSE,FALSE,8.38026081971469,AGO_2000_HBS_V01_M_V02_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSF,HBS,national,0,2000,2000,2000-2001,11.2335092425217,8.38026081971469,203.688735961914,0.00658098496279651,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LIC,2000.21,1999,0.66562344202386,0.664963014203806,1,extrapolation,AGO_1999_national,8.38858392531069,2179.06426975438,,15667235,FALSE,FALSE,8.38026081971469,AGO_2000_HBS_V01_M_V02_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSF,HBS,national,0,2000,2000,2000-2001,11.2335092425217,8.38026081971469,203.688735961914,0.00658098496279651,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LIC,2000.21,2000,0.664211988736719,0.664963014203806,1,extrapolation,AGO_2000_national,8.37079594849329,2172.46326720494,,16194869,FALSE,FALSE,8.38026081971469,AGO_2000_HBS_V01_M_V02_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSF,HBS,national,0,2000,2000,2000-2001,11.2335092425217,8.38026081971469,203.688735961914,0.00658098496279651,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LIC,2000.21,2001,0.667788300484751,0.664963014203806,0.904704463208689,interpolation,AGO_2001_national,8.4158667638333,2189.17352158246,,16747208,TRUE,FALSE,8.38026081971469,AGO_2000_HBS_V01_M_V02_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSF,HBS,national,0,2000,2000,2000-2001,11.2335092425217,8.38026081971469,203.688735961914,0.00658098496279651,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LIC,2008.5,2001,0.667788300484751,0.936365487412092,0.0952955367913109,interpolation,AGO_2001_national,5.27866168011582,2189.17352158246,,16747208,TRUE,FALSE,7.40168196028174,AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSF,IBEP-MICS,national,1,2008,2008,2008-2009,212.029031619868,7.40168196028174,203.688735961914,0.140636450448732,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LIC,2000.21,2002,0.713868776088585,0.664963014203806,0.784077201447531,interpolation,AGO_2002_national,8.99660042271056,2404.97792071531,1571.97077825576,17327699,TRUE,FALSE,8.38026081971469,AGO_2000_HBS_V01_M_V02_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSF,HBS,national,0,2000,2000,2000-2001,11.2335092425217,8.38026081971469,203.688735961914,0.00658098496279651,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LIC,2008.5,2002,0.713868776088585,0.936365487412092,0.215922798552469,interpolation,AGO_2002_national,5.64291370518859,2404.97792071531,1571.97077825576,17327699,TRUE,FALSE,7.40168196028174,AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSF,IBEP-MICS,national,1,2008,2008,2008-2009,212.029031619868,7.40168196028174,203.688735961914,0.140636450448732,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LIC,2000.21,2003,0.71354177713755,0.664963014203806,0.663449939686372,interpolation,AGO_2003_national,8.99247938674478,2403.40415157038,1597.74907850453,17943712,TRUE,FALSE,8.38026081971469,AGO_2000_HBS_V01_M_V02_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSF,HBS,national,0,2000,2000,2000-2001,11.2335092425217,8.38026081971469,203.688735961914,0.00658098496279651,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LIC,2008.5,2003,0.71354177713755,0.936365487412092,0.336550060313628,interpolation,AGO_2003_national,5.64032887878325,2403.40415157038,1597.74907850453,17943712,TRUE,FALSE,7.40168196028174,AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSF,IBEP-MICS,national,1,2008,2008,2008-2009,212.029031619868,7.40168196028174,203.688735961914,0.140636450448732,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LMIC,2000.21,2004,0.750933027819043,0.664963014203806,0.542822677925213,interpolation,AGO_2004_national,9.46370624657462,2583.32411461288,1553.98513570517,18600423,TRUE,FALSE,8.38026081971469,AGO_2000_HBS_V01_M_V02_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSF,HBS,national,0,2000,2000,2000-2001,11.2335092425217,8.38026081971469,203.688735961914,0.00658098496279651,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LMIC,2008.5,2004,0.750933027819043,0.936365487412092,0.457177322074787,interpolation,AGO_2004_national,5.93589524614956,2583.32411461288,1553.98513570517,18600423,TRUE,FALSE,7.40168196028174,AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSF,IBEP-MICS,national,1,2008,2008,2008-2009,212.029031619868,7.40168196028174,203.688735961914,0.140636450448732,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LMIC,2000.21,2005,0.803852416166915,0.664963014203806,0.422195416164055,interpolation,AGO_2005_national,10.1306279659817,2843.3966357968,1672.80615392087,19291161,TRUE,FALSE,8.38026081971469,AGO_2000_HBS_V01_M_V02_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSF,HBS,national,0,2000,2000,2000-2001,11.2335092425217,8.38026081971469,203.688735961914,0.00658098496279651,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LMIC,2008.5,2005,0.803852416166915,0.936365487412092,0.577804583835945,interpolation,AGO_2005_national,6.35420677871805,2843.3966357968,1672.80615392087,19291161,TRUE,FALSE,7.40168196028174,AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSF,IBEP-MICS,national,1,2008,2008,2008-2009,212.029031619868,7.40168196028174,203.688735961914,0.140636450448732,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LMIC,2000.21,2006,0.847717860611589,0.664963014203806,0.301568154402896,interpolation,AGO_2006_national,10.6834464800448,3065.05576243895,1651.08613748914,20015279,TRUE,FALSE,8.38026081971469,AGO_2000_HBS_V01_M_V02_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSF,HBS,national,0,2000,2000,2000-2001,11.2335092425217,8.38026081971469,203.688735961914,0.00658098496279651,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LMIC,2008.5,2006,0.847717860611589,0.936365487412092,0.698431845597104,interpolation,AGO_2006_national,6.70094966190912,3065.05576243895,1651.08613748914,20015279,TRUE,FALSE,7.40168196028174,AGO_2008_IBEP-MICS_V02_M_V02_A_PIP_PC-GPWG,AGO_2008_IBEP-MICS_D1_CON_GPWG,SSF,IBEP-MICS,national,1,2008,2008,2008-2009,212.029031619868,7.40168196028174,203.688735961914,0.140636450448732,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
AGO,national,consumption,LMIC,2000.21,2007,0.900243686835655,0.664963014203806,0.180940892641738,interpolation,AGO_2007_national,11.3454082946515,3336.36332465208,1710.0742232586,20778561,TRUE,FALSE,8.38026081971469,AGO_2000_HBS_V01_M_V02_A_PIP_PC-GPWG,AGO_2000_HBS_D1_CON_GPWG,SSF,HBS,national,0,2000,2000,2000-2001,11.2335092425217,8.38026081971469,203.688735961914,0.00658098496279651,national,national,national,national,national,micro,,TRUE,TRUE,FALSE,1
